column1,column2,record_id,client_id,purchase_ref,purchase_date,dispatch_date,delivery_mode,item_code,item_title,main_group,sub_group,revenue,total_amount,earnings,units_sold,rebate,postal_code,nation,town,province,zone,client_type,column3,column4,column5,product_subcategory,profit
1193,6166,,,CA-2016-103989,3/19/2016 0:00,3/21/2016 0:00,Express Delivery,OFF-ST-10000918,Crate-A-Files,Work Essentials,,26.16,28.122,,3,0.2,33801.0,United States,Lakeland,Florida,South,Business Account,6163.0,MC-17605,205.0,Storage,1.962
1194,6167,,,CA-2016-103989,3/19/2016 0:00,3/21/2016 0:00,Express Delivery,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Work Essentials,,33.57,7.833,,5,0.7,33801.0,United States,Lakeland,Florida,South,Business Account,6164.0,MC-17605,205.0,Binders,-25.737
1195,6168,,,CA-2016-103989,3/19/2016 0:00,3/21/2016 0:00,Express Delivery,FUR-FU-10003981,Eldon Wave Desk Accessories,Workspace Fixtures,,4.992,6.3648,,3,0.2,33801.0,United States,Lakeland,Florida,South,Business Account,6165.0,MC-17605,205.0,Furnishings,1.3728
1196,6169,,,CA-2016-103989,3/19/2016 0:00,3/21/2016 0:00,Express Delivery,FUR-FU-10002508,Document Clip Frames,Workspace Fixtures,,20.016,25.5204,,3,0.2,33801.0,United States,Lakeland,Florida,South,Business Account,6166.0,MC-17605,205.0,Furnishings,5.5044
1197,6170,,,CA-2016-103989,3/19/2016 0:00,3/21/2016 0:00,Express Delivery,TEC-AC-10002647,"LogitechÂ Wireless Boombox Speaker - portable - wireless, wired",Digital Equipment,,170.24,223.44,,2,0.2,33801.0,United States,Lakeland,Florida,South,Business Account,6167.0,MC-17605,205.0,Accessories,53.2
1198,6171,,,CA-2017-142433,4/20/2017 0:00,4/25/2017 0:00,Regular Delivery,OFF-PA-10002377,Xerox 1916,Work Essentials,,117.456,161.502,,3,0.2,77036.0,United States,Houston,Texas,Central,Individual Buyer,6168.0,ES-14020,302.0,Paper,44.046
1199,6172,,,CA-2017-132815,9/19/2017 0:00,9/22/2017 0:00,Priority Shipping,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Work Essentials,,22.96,34.2104,,2,0.0,90008.0,United States,Los Angeles,California,West,Business Account,6169.0,RW-19540,460.0,Paper,11.2504
1200,6173,,,CA-2016-101266,8/27/2016 0:00,8/30/2016 0:00,Priority Shipping,OFF-PA-10002986,Xerox 1898,Work Essentials,,13.36,19.7728,,2,0.0,22153.0,United States,Springfield,Virginia,South,Individual Buyer,6170.0,MM-17920,463.0,Paper,6.4128
1201,6174,,,CA-2018-141523,12/19/2018 0:00,12/24/2018 0:00,Priority Shipping,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Work Essentials,,34.248,45.8067,,3,0.2,10035.0,United States,New York City,New York,East,Business Account,6171.0,MH-17440,776.0,Binders,11.5587
1202,6175,,,CA-2018-141523,12/19/2018 0:00,12/24/2018 0:00,Priority Shipping,OFF-AR-10001545,Newell 326,Work Essentials,,3.52,4.5408,,2,0.0,10035.0,United States,New York City,New York,East,Business Account,6172.0,MH-17440,776.0,Art,1.0208
1203,6176,,,US-2016-106299,8/2/2016 0:00,8/8/2016 0:00,Regular Delivery,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Work Essentials,,26.7,39.249,,5,0.0,65807.0,United States,Springfield,Missouri,Central,Remote Workspace,6173.0,NZ-18565,126.0,Binders,12.549
1204,6177,,,US-2016-106299,8/2/2016 0:00,8/8/2016 0:00,Regular Delivery,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Digital Equipment,,21.2,30.316,,2,0.0,65807.0,United States,Springfield,Missouri,Central,Remote Workspace,6174.0,NZ-18565,126.0,Accessories,9.116
1205,6178,,,US-2016-106299,8/2/2016 0:00,8/8/2016 0:00,Regular Delivery,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Work Essentials,,838.38,1064.7426,,2,0.0,65807.0,United States,Springfield,Missouri,Central,Remote Workspace,6175.0,NZ-18565,126.0,Storage,226.3626
1206,6179,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,FUR-CH-10000309,Global Comet Stacking Arm Chair,Workspace Fixtures,,1690.04,2112.55,,4,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6176.0,GB-14575,674.0,Chairs,422.51
1207,6180,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Work Essentials,,85.96,110.0288,,7,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6177.0,GB-14575,674.0,Storage,24.0688
1208,6181,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Work Essentials,,121.96,179.2812,,2,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6178.0,GB-14575,674.0,Envelopes,57.3212
1209,6182,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-PA-10001801,Xerox 193,Work Essentials,,23.92,35.6408,,4,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6179.0,GB-14575,674.0,Paper,11.7208
1210,6183,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Work Essentials,,63.96,70.356,,2,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6180.0,GB-14575,674.0,Storage,6.396
1211,6184,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,TEC-PH-10000369,HTC One Mini,Digital Equipment,,629.95,806.336,,5,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6181.0,GB-14575,674.0,Phones,176.386
1212,6185,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Digital Equipment,,113.73,146.7117,,3,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6182.0,GB-14575,674.0,Phones,32.9817
1213,6186,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Work Essentials,,14.6,21.462,,2,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6183.0,GB-14575,674.0,Binders,6.862
1214,6187,,,CA-2017-158421,9/21/2017 0:00,9/26/2017 0:00,Regular Delivery,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Work Essentials,,887.84,905.5968,,8,0.0,29203.0,United States,Columbia,South Carolina,South,Individual Buyer,6184.0,GB-14575,674.0,Storage,17.7568
1215,6188,,,CA-2018-143609,12/11/2018 0:00,12/13/2018 0:00,Express Delivery,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Workspace Fixtures,,403.92,429.165,,5,0.2,97206.0,United States,Portland,Oregon,West,Remote Workspace,6185.0,DB-13270,490.0,Chairs,25.245
1216,6189,,,CA-2017-138331,8/7/2017 0:00,8/12/2017 0:00,Regular Delivery,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Work Essentials,,106.8,117.48,,10,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Individual Buyer,6186.0,JK-15625,601.0,Art,10.68
1217,6190,,,CA-2017-138954,11/15/2017 0:00,11/17/2017 0:00,Express Delivery,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Work Essentials,,70.95,91.5255,,3,0.0,10035.0,United States,New York City,New York,East,Business Account,6187.0,MH-17785,187.0,Storage,20.5755
1218,6191,,,CA-2017-138954,11/15/2017 0:00,11/17/2017 0:00,Express Delivery,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Work Essentials,,34.944,46.7376,,6,0.2,10035.0,United States,New York City,New York,East,Business Account,6188.0,MH-17785,187.0,Binders,11.7936
1219,6192,,,CA-2017-138954,11/15/2017 0:00,11/17/2017 0:00,Express Delivery,OFF-AR-10001955,Newell 319,Work Essentials,,119.04,154.752,,6,0.0,10035.0,United States,New York City,New York,East,Business Account,6189.0,MH-17785,187.0,Art,35.712
1220,6193,,,CA-2019-157903,4/4/2019 0:00,4/8/2019 0:00,Regular Delivery,TEC-PH-10004345,Cisco SPA 502G IP Phone,Digital Equipment,,383.84,431.82,,4,0.2,60016.0,United States,Des Plaines,Illinois,Central,Individual Buyer,6190.0,AM-10705,563.0,Phones,47.98
1221,6194,,,CA-2018-157259,12/24/2018 0:00,12/28/2018 0:00,Regular Delivery,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Workspace Fixtures,,799.56,1007.4456,,9,0.0,10035.0,United States,New York City,New York,East,Individual Buyer,6191.0,JM-15535,342.0,Furnishings,207.8856
1222,6195,,,CA-2019-107986,12/13/2019 0:00,12/13/2019 0:00,Instant Dispatch,OFF-ST-10001325,Sterilite Officeware Hinged File Box,Work Essentials,,31.44,39.9288,,3,0.0,98103.0,United States,Seattle,Washington,West,Individual Buyer,6192.0,MW-18220,597.0,Storage,8.4888
1223,6196,,,CA-2019-104927,12/22/2019 0:00,12/26/2019 0:00,Regular Delivery,OFF-PA-10000019,Xerox 1931,Work Essentials,,25.92,34.992,,5,0.2,77095.0,United States,Houston,Texas,Central,Individual Buyer,6193.0,AG-10330,744.0,Paper,9.072
1224,6197,,,CA-2019-104927,12/22/2019 0:00,12/26/2019 0:00,Regular Delivery,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Work Essentials,,6.33,-3.4815,,5,0.8,77095.0,United States,Houston,Texas,Central,Individual Buyer,6194.0,AG-10330,744.0,Binders,-9.8115
1225,6198,,,CA-2019-104927,12/22/2019 0:00,12/26/2019 0:00,Regular Delivery,OFF-PA-10000176,Xerox 1887,Work Essentials,,75.88,102.438,,5,0.2,77095.0,United States,Houston,Texas,Central,Individual Buyer,6195.0,AG-10330,744.0,Paper,26.558
1226,6199,,,CA-2019-113453,10/21/2019 0:00,10/28/2019 0:00,Regular Delivery,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Digital Equipment,,329.988,252.9908,,2,0.4,19143.0,United States,Philadelphia,Pennsylvania,East,Individual Buyer,6196.0,CM-12160,381.0,Phones,-76.9972
1227,6200,,,CA-2019-113453,10/21/2019 0:00,10/28/2019 0:00,Regular Delivery,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Work Essentials,,71.376,66.915,,3,0.2,19143.0,United States,Philadelphia,Pennsylvania,East,Individual Buyer,6197.0,CM-12160,381.0,Storage,-4.461
1228,6201,,,CA-2017-149909,11/13/2017 0:00,11/17/2017 0:00,Regular Delivery,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Work Essentials,,63.77,92.4665,,7,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6198.0,RA-19915,155.0,Paper,28.6965
1229,6202,,,CA-2017-149909,11/13/2017 0:00,11/17/2017 0:00,Regular Delivery,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Digital Equipment,,50.97,64.2222,,3,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6199.0,RA-19915,155.0,Phones,13.2522
1230,6203,,,CA-2017-149909,11/13/2017 0:00,11/17/2017 0:00,Regular Delivery,OFF-PA-10001790,Xerox 1910,Work Essentials,,96.08,142.1984,,2,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6200.0,RA-19915,155.0,Paper,46.1184
1231,6204,,,CA-2017-146675,4/16/2017 0:00,4/20/2017 0:00,Regular Delivery,TEC-CO-10001766,Canon PC940 Copier,Digital Equipment,,1439.968,1925.9572,,4,0.2,60201.0,United States,Evanston,Illinois,Central,Individual Buyer,6201.0,SB-20185,767.0,Copiers,485.9892
1232,6205,,,CA-2017-146675,4/16/2017 0:00,4/20/2017 0:00,Regular Delivery,TEC-AC-10004396,Logitech Keyboard K120,Digital Equipment,,43.56,38.6595,,3,0.2,60201.0,United States,Evanston,Illinois,Central,Individual Buyer,6202.0,SB-20185,767.0,Accessories,-4.9005
1233,6206,,,CA-2018-118332,12/16/2018 0:00,12/23/2018 0:00,Regular Delivery,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Workspace Fixtures,,563.92,570.969,,5,0.2,92307.0,United States,Apple Valley,California,West,Individual Buyer,6203.0,PK-19075,8.0,Chairs,7.049
1234,6207,,,CA-2018-133669,10/21/2018 0:00,10/27/2018 0:00,Regular Delivery,TEC-PH-10001305,Panasonic KX TS208W Corded phone,Digital Equipment,,235.152,188.1216,,8,0.4,43229.0,United States,Columbus,Ohio,East,Individual Buyer,6204.0,SV-20935,604.0,Phones,-47.0304
1235,6208,,,CA-2019-145660,12/1/2019 0:00,12/3/2019 0:00,Express Delivery,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Workspace Fixtures,,7.712,9.4472,,2,0.2,43302.0,United States,Marion,Ohio,East,Remote Workspace,6205.0,MG-17650,378.0,Furnishings,1.7352
1236,6209,,,CA-2018-133697,10/20/2018 0:00,10/24/2018 0:00,Priority Shipping,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Work Essentials,,51.016,66.9585,,7,0.2,77095.0,United States,Houston,Texas,Central,Individual Buyer,6206.0,CM-12445,321.0,Paper,15.9425
1237,6210,,,CA-2018-133697,10/20/2018 0:00,10/24/2018 0:00,Priority Shipping,OFF-FA-10003112,Staples,Work Essentials,,25.248,33.138,,4,0.2,77095.0,United States,Houston,Texas,Central,Individual Buyer,6207.0,CM-12445,321.0,Fasteners,7.89
1238,6211,,,CA-2018-133697,10/20/2018 0:00,10/24/2018 0:00,Priority Shipping,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Workspace Fixtures,,56.686,42.1096,,1,0.3,77095.0,United States,Houston,Texas,Central,Individual Buyer,6208.0,CM-12445,321.0,Chairs,-14.5764
1239,6212,,,CA-2019-148138,9/29/2019 0:00,10/3/2019 0:00,Regular Delivery,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Work Essentials,,51.168,44.772,,2,0.2,43302.0,United States,Marion,Ohio,East,Business Account,6209.0,ME-18010,546.0,Storage,-6.396
1240,6213,,,CA-2019-119809,8/18/2019 0:00,8/25/2019 0:00,Regular Delivery,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Work Essentials,,2793.528,3736.3437,,9,0.2,98103.0,United States,Seattle,Washington,West,Business Account,6210.0,YS-21880,454.0,Binders,942.8157
1241,6214,,,CA-2019-119809,8/18/2019 0:00,8/25/2019 0:00,Regular Delivery,OFF-ST-10003306,Letter Size Cart,Work Essentials,,1000.02,1290.0258,,7,0.0,98103.0,United States,Seattle,Washington,West,Business Account,6211.0,YS-21880,454.0,Storage,290.0058
1242,6215,,,CA-2019-119809,8/18/2019 0:00,8/25/2019 0:00,Regular Delivery,FUR-FU-10001475,"Contract Clock, 14"", Brown",Workspace Fixtures,,65.94,88.3596,,3,0.0,98103.0,United States,Seattle,Washington,West,Business Account,6212.0,YS-21880,454.0,Furnishings,22.4196
1243,6216,,,CA-2019-149944,11/12/2019 0:00,11/16/2019 0:00,Priority Shipping,OFF-FA-10003495,Staples,Work Essentials,,18.24,27.36,,3,0.0,98632.0,United States,Longview,Washington,West,Individual Buyer,6213.0,MB-17305,94.0,Fasteners,9.12
1244,6217,,,CA-2019-149944,11/12/2019 0:00,11/16/2019 0:00,Priority Shipping,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Work Essentials,,76.12,98.1948,,2,0.0,98632.0,United States,Longview,Washington,West,Individual Buyer,6214.0,MB-17305,94.0,Appliances,22.0748
1245,6218,,,CA-2016-128538,10/11/2016 0:00,10/15/2016 0:00,Regular Delivery,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Work Essentials,,7.64,11.3836,,1,0.0,90278.0,United States,Redondo Beach,California,West,Individual Buyer,6215.0,AS-10240,239.0,Envelopes,3.7436
1246,6219,,,CA-2017-161711,11/28/2017 0:00,12/3/2017 0:00,Regular Delivery,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Workspace Fixtures,,68.16,96.1056,,3,0.0,10035.0,United States,New York City,New York,East,Business Account,6216.0,MC-17425,467.0,Furnishings,27.9456
1247,6220,,,CA-2017-161711,11/28/2017 0:00,12/3/2017 0:00,Regular Delivery,OFF-EN-10001539,Staple envelope,Work Essentials,,62.24,91.4928,,8,0.0,10035.0,United States,New York City,New York,East,Business Account,6217.0,MC-17425,467.0,Envelopes,29.2528
1248,6221,,,US-2017-129553,7/27/2017 0:00,8/2/2017 0:00,Regular Delivery,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Digital Equipment,,29.97,30.2697,,3,0.0,40214.0,United States,Louisville,Kentucky,South,Individual Buyer,6218.0,PG-18820,311.0,Phones,0.2997
1249,6222,,,CA-2018-160220,10/20/2018 0:00,10/26/2018 0:00,Regular Delivery,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Digital Equipment,,125.7,160.896,,6,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,6219.0,JS-16030,560.0,Phones,35.196
1250,6223,,,CA-2018-160220,10/20/2018 0:00,10/26/2018 0:00,Regular Delivery,TEC-PH-10001557,Pyle PMP37LED,Digital Equipment,,191.98,243.8146,,2,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,6220.0,JS-16030,560.0,Phones,51.8346
1251,6224,,,CA-2018-160220,10/20/2018 0:00,10/26/2018 0:00,Regular Delivery,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Work Essentials,,20.86,22.3202,,7,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,6221.0,JS-16030,560.0,Storage,1.4602
1252,6225,,,US-2019-157224,9/14/2019 0:00,9/18/2019 0:00,Priority Shipping,OFF-LA-10000121,Avery 48,Work Essentials,,56.7,82.782,,9,0.0,90045.0,United States,Los Angeles,California,West,Individual Buyer,6222.0,JB-16000,678.0,Labels,26.082
1253,6226,,,CA-2019-140627,12/23/2019 0:00,12/27/2019 0:00,Regular Delivery,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Workspace Fixtures,,72.704,91.7888,,4,0.2,37075.0,United States,Hendersonville,Tennessee,South,Individual Buyer,6223.0,DK-12985,214.0,Furnishings,19.0848
1254,6227,,,CA-2019-140627,12/23/2019 0:00,12/27/2019 0:00,Regular Delivery,OFF-AR-10000422,Pencil and Crayon Sharpener,Work Essentials,,12.264,13.3371,,7,0.2,37075.0,United States,Hendersonville,Tennessee,South,Individual Buyer,6224.0,DK-12985,214.0,Art,1.0731
1255,6228,,,CA-2019-140627,12/23/2019 0:00,12/27/2019 0:00,Regular Delivery,OFF-ST-10004123,Safco Industrial Wire Shelving System,Work Essentials,,218.352,163.764,,3,0.2,37075.0,United States,Hendersonville,Tennessee,South,Individual Buyer,6225.0,DK-12985,214.0,Storage,-54.588
1256,6229,,,CA-2017-133445,10/5/2017 0:00,10/9/2017 0:00,Regular Delivery,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Workspace Fixtures,,66.294,-37.5666,,1,0.7,97206.0,United States,Portland,Oregon,West,Individual Buyer,6226.0,JF-15490,224.0,Bookcases,-103.8606
1257,6230,,,CA-2017-133445,10/5/2017 0:00,10/9/2017 0:00,Regular Delivery,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Workspace Fixtures,,291.168,276.6096,,4,0.2,97206.0,United States,Portland,Oregon,West,Individual Buyer,6227.0,JF-15490,224.0,Chairs,-14.5584
1258,6231,,,CA-2016-148782,11/2/2016 0:00,11/7/2016 0:00,Regular Delivery,TEC-PH-10002923,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",Digital Equipment,,88.776,96.5439,,3,0.2,75061.0,United States,Irving,Texas,Central,Individual Buyer,6228.0,PO-18850,139.0,Phones,7.7679
1259,6232,,,CA-2018-148208,1/22/2018 0:00,1/27/2018 0:00,Regular Delivery,TEC-PH-10004093,Panasonic Kx-TS550,Digital Equipment,,110.376,90.1404,,4,0.4,44105.0,United States,Cleveland,Ohio,East,Remote Workspace,6229.0,BT-11530,405.0,Phones,-20.2356
1260,6233,,,CA-2018-148208,1/22/2018 0:00,1/27/2018 0:00,Regular Delivery,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Digital Equipment,,55.176,71.0391,,3,0.2,44105.0,United States,Cleveland,Ohio,East,Remote Workspace,6230.0,BT-11530,405.0,Accessories,15.8631
1261,6234,,,CA-2019-127656,7/11/2019 0:00,7/17/2019 0:00,Regular Delivery,OFF-AR-10001166,Staples in misc. colors,Work Essentials,,30.32,42.1448,,4,0.0,50701.0,United States,Waterloo,Iowa,Central,Individual Buyer,6231.0,NW-18400,509.0,Art,11.8248
1262,6235,,,US-2019-142188,9/11/2019 0:00,9/11/2019 0:00,Instant Dispatch,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Workspace Fixtures,,177.568,186.4464,,2,0.2,98105.0,United States,Seattle,Washington,West,Individual Buyer,6232.0,JF-15415,227.0,Chairs,8.8784
1263,6236,,,US-2019-142188,9/11/2019 0:00,9/11/2019 0:00,Instant Dispatch,OFF-PA-10002005,Xerox 225,Work Essentials,,19.44,28.7712,,3,0.0,98105.0,United States,Seattle,Washington,West,Individual Buyer,6233.0,JF-15415,227.0,Paper,9.3312
1264,6237,,,US-2019-142188,9/11/2019 0:00,9/11/2019 0:00,Instant Dispatch,OFF-PA-10004101,Xerox 1894,Work Essentials,,71.28,105.4944,,11,0.0,98105.0,United States,Seattle,Washington,West,Individual Buyer,6234.0,JF-15415,227.0,Paper,34.2144
1265,6238,,,US-2019-142188,9/11/2019 0:00,9/11/2019 0:00,Instant Dispatch,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Work Essentials,,1471.96,1931.9475,,5,0.2,98105.0,United States,Seattle,Washington,West,Individual Buyer,6235.0,JF-15415,227.0,Binders,459.9875
1266,6239,,,US-2019-142188,9/11/2019 0:00,9/11/2019 0:00,Instant Dispatch,TEC-PH-10000127,iOttie XL Car Mount,Digital Equipment,,79.96,61.969,,5,0.2,98105.0,United States,Seattle,Washington,West,Individual Buyer,6236.0,JF-15415,227.0,Phones,-17.991
1267,6240,,,CA-2018-144400,2/23/2018 0:00,2/27/2018 0:00,Regular Delivery,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Work Essentials,,57.576,79.167,,3,0.2,19120.0,United States,Philadelphia,Pennsylvania,East,Business Account,6237.0,AC-10420,142.0,Envelopes,21.591
1268,6241,,,US-2018-155180,1/22/2018 0:00,1/29/2018 0:00,Regular Delivery,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,Work Essentials,,26.336,35.5536,,4,0.2,10009.0,United States,New York City,New York,East,Individual Buyer,6238.0,TB-21280,510.0,Binders,9.2176
1269,6242,,,CA-2017-134075,12/12/2017 0:00,12/16/2017 0:00,Regular Delivery,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Workspace Fixtures,,166.5,188.145,,3,0.0,95123.0,United States,San Jose,California,West,Individual Buyer,6239.0,HA-14905,457.0,Furnishings,21.645
1270,6243,,,CA-2017-134075,12/12/2017 0:00,12/16/2017 0:00,Regular Delivery,OFF-ST-10001496,Standard Rollaway File with Lock,Work Essentials,,360.38,454.0788,,2,0.0,95123.0,United States,San Jose,California,West,Individual Buyer,6240.0,HA-14905,457.0,Storage,93.6988
1271,6244,,,US-2018-131912,10/29/2018 0:00,11/1/2018 0:00,Priority Shipping,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Work Essentials,,11.744,15.5608,,1,0.2,90008.0,United States,Los Angeles,California,West,Individual Buyer,6241.0,LH-17155,110.0,Binders,3.8168
1272,6245,,,CA-2019-141572,5/28/2019 0:00,5/31/2019 0:00,Priority Shipping,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Workspace Fixtures,,247.44,348.8904,,8,0.0,3301.0,United States,Concord,New Hampshire,East,Business Account,6242.0,LO-17170,629.0,Furnishings,101.4504
1273,6246,,,CA-2016-134621,12/21/2016 0:00,12/28/2016 0:00,Regular Delivery,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Work Essentials,,18.24,3.648,,2,0.7,38401.0,United States,Columbia,Tennessee,South,Remote Workspace,6243.0,DP-13390,504.0,Binders,-14.592
1274,6247,,,CA-2018-165561,11/24/2018 0:00,11/28/2018 0:00,Regular Delivery,OFF-SU-10004782,"Elite 5"" Scissors",Work Essentials,,25.35,32.955,,3,0.0,98006.0,United States,Bellevue,Washington,West,Remote Workspace,6244.0,CR-12580,616.0,Supplies,7.605
1275,6248,,,CA-2017-112305,11/20/2017 0:00,11/25/2017 0:00,Regular Delivery,OFF-AR-10002067,Newell 334,Work Essentials,,119.04,149.9904,,6,0.0,98105.0,United States,Seattle,Washington,West,Remote Workspace,6245.0,KB-16405,684.0,Art,30.9504
1276,6249,,,CA-2017-112305,11/20/2017 0:00,11/25/2017 0:00,Regular Delivery,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Workspace Fixtures,,22.14,28.5606,,3,0.0,98105.0,United States,Seattle,Washington,West,Remote Workspace,6246.0,KB-16405,684.0,Furnishings,6.4206
1277,6250,,,CA-2017-112305,11/20/2017 0:00,11/25/2017 0:00,Regular Delivery,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,Digital Equipment,,13.98,19.9914,,2,0.0,98105.0,United States,Seattle,Washington,West,Remote Workspace,6247.0,KB-16405,684.0,Accessories,6.0114
1278,6251,,,CA-2019-121580,5/29/2019 0:00,6/4/2019 0:00,Regular Delivery,OFF-BI-10000632,Satellite Sectional Post Binders,Work Essentials,,43.41,63.3786,,1,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6248.0,ML-17410,587.0,Binders,19.9686
1279,6252,,,CA-2019-121580,5/29/2019 0:00,6/4/2019 0:00,Regular Delivery,FUR-FU-10003981,Eldon Wave Desk Accessories,Workspace Fixtures,,6.24,8.8608,,3,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6249.0,ML-17410,587.0,Furnishings,2.6208
1280,6253,,,CA-2019-121580,5/29/2019 0:00,6/4/2019 0:00,Regular Delivery,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Work Essentials,,465.16,586.1016,,2,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6250.0,ML-17410,587.0,Appliances,120.9416
1281,6254,,,CA-2019-121580,5/29/2019 0:00,6/4/2019 0:00,Regular Delivery,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Work Essentials,,7.98,11.97,,1,0.0,47201.0,United States,Columbus,Indiana,Central,Individual Buyer,6251.0,ML-17410,587.0,Paper,3.99
